stakeholder_id,level,state,fips,county_name,jurisdiction,name,office,office_class,party,term_start,term_end,contact_email,contact_phone,contact_address,relevance_note,relevance_source_url,source_url,source_retrieved,qc_status,qc_flags
county-17031-mayor-brandon-johnson,county,IL,17031,"Cook County, Illinois",City of Chicago,Brandon Johnson,Mayor,mayor,,,,,,"121 N LaSalle Street, Chicago City Hall 4th Floor, Chicago, IL 60602",,,https://www.chicago.gov/city/en/depts/mayor.html,,published,phone_unparseable
county-17043-county-admin-nick-kottmeyer,county,IL,17043,"DuPage County, Illinois",DuPage County,Nick Kottmeyer,Chief Administrative Officer,county_admin,,,,nick.kottmeyer@dupagecounty.gov,,"421 N. County Farm Road, Wheaton, IL",,,https://www.dupagecounty.gov/government/county_board/,,published,
county-17043-county-board-deborah-a-conroy,county,IL,17043,"DuPage County, Illinois",DuPage County Board,Deborah A. Conroy,County Board Chair,county_board,,2022,2026-12-07,chair@dupagecounty.gov,(630) 407-6060,"421 N. County Farm Road, Wheaton, IL","The County Board is the elected legislative branch of the County government and has reserved unto itself the final authority on variations, conditional uses, amendments, air rights development and planned developments.",https://library.municode.com/il/dupage_county/codes/code_of_ordinances?nodeId=CH37DUPACOZOOR_ARTXIVADEN_37-1401OR,https://www.dupagecounty.gov/government/county_board/conroy.php,,published,
county-17043-mayor-scott-a-wehrli,county,IL,17043,"DuPage County, Illinois",City of Naperville,Scott A. Wehrli,Mayor,mayor,,2023,2027,wehrlis@naperville.il.us,(630) 420-6018,,,,https://www.naperville.il.us/government/meet-your-city-council/mayor-scott-wehrli/,,published,
county-20091-county-admin-penny-postoak-ferguson,county,KS,20091,"Johnson County, Kansas",Johnson County,Penny Postoak Ferguson,County Manager,county_admin,,2018-07-15,,,,,,,https://www.jocogov.org/department/county-managers-office/county-leadership/county-manager-penny-postoak-ferguson,,published,
county-20091-county-board-mike-kelly,county,KS,20091,"Johnson County, Kansas",Johnson County Board of County Commissioners,Mike Kelly,Board Chairman,county_board,,2023,2027,mike.kelly@jocogov.org,(913) 715-0500,,The comprehensive plan and zoning regulations are subject to the Board of County Commissioners approval.,https://www.jocogov.org/department/planning/johnson-county-planning-commission,https://www.jocogov.org/department/board-county-commissioners/commissioners/board-chairman,,published,
county-20091-mayor-curt-skoog,county,KS,20091,"Johnson County, Kansas",City of Overland Park,Curt Skoog,Mayor,mayor,,2021,,,(913) 895-6104,"8500 Santa Fe Drive, Overland Park, KS 66212",The mayor presides over all City Council meetings.,https://www.opkansas.org/city-government/mayors-office/,https://www.opkansas.org/city-government/mayors-office/,,published,
county-26161-county-admin-derrick-jackson,county,MI,26161,"Washtenaw County, Michigan","Washtenaw County, Michigan",Derrick Jackson,Interim County Administrator,county_admin,,2026-07-13,,,,,,,https://content.civicplus.com/api/assets/mi-washtenawcounty/0f93b44c-83b6-4ce3-bea1-05a9da26eed0?cache=1800,,published,
county-26161-county-board-katie-scott,county,MI,26161,"Washtenaw County, Michigan",Washtenaw County Board of Commissioners,Katie Scott,Chair of the Board of Commissioners,county_board,,,,,,,"In Resolution 26-054 (March 18, 2026) the Washtenaw County Board of Commissioners supported and commended local municipalities that enacted temporary data center moratoriums, encouraged other municipalities to adopt similar moratoriums pending ordinances on renewable energy, noise setbacks and local labor, and directed the County Resiliency Office to keep updating the County's Data Center Resource Library.",https://content.civicplus.com/api/assets/mi-washtenawcounty/ac6ebb91-789e-4b9c-af05-f96830f28dd9?cache=1800,https://content.civicplus.com/api/assets/mi-washtenawcounty/168e6f63-8a67-4fce-b4e3-afde3b63311f?cache=1800,,published,
county-26161-mayor-christopher-taylor,county,MI,26161,"Washtenaw County, Michigan",City of Ann Arbor,Christopher Taylor,Mayor,mayor,,2014-11,,,,"Third floor, 301 E. Huron Street, Ann Arbor, MI 48104",,,https://www.a2gov.org/city-council/mayor-christopher-taylor/,,published,
county-31153-county-admin-bonnie-moore,county,NE,31153,"Sarpy County, Nebraska",Sarpy County,Bonnie Moore,Chief Administrative Officer,county_admin,,,,,(402) 593-2237,,"Under the direction of the Sarpy County Board of Commissioners, the Sarpy County Administration Department oversees the day-to-day operations of the county's administrative departments.",https://www.sarpy.gov/158/Administration,https://www.sarpy.gov/158/Administration,,published,
county-31153-county-board-don-kelly,county,NE,31153,"Sarpy County, Nebraska",Sarpy County Board of Commissioners,Don Kelly,District 1 Commissioner & Board Chair,county_board,,2025,2029,,(402) 206-1807,,"The Zoning Regulations and the Zoning Map may be amended, supplemented, changed, modified, or repealed from time to time by resolution of the County Board of Commissioners, after a public hearing and after having been submitted to the Planning Commission for a public hearing and a recommendation.",https://www.sarpy.gov/DocumentCenter/View/441/Zoning-Regulations---Section-43-Amendments-and-Rezoning-PDF,https://www.sarpy.gov/338/District-1,,published,
county-31153-mayor-rusty-hike,county,NE,31153,"Sarpy County, Nebraska",City of Bellevue,Rusty Hike,"Mayor, City of Bellevue",mayor,,,,,,,,,https://www.sarpy.gov/412/Bellevue-Mayor,,published,
county-34017-county-admin-abraham-antun,county,NJ,34017,"Hudson County, New Jersey",Hudson County,Abraham Antun,County Administrator,county_admin,,,,,,,"The County Administrator, as the chief administrative officer of the County, is appointed by the County Executive with the advice and consent of the Board of County Commissioners, and is responsible for the orderly and efficient administration of County operations.",https://www.hcnj.us/county-administrator/,https://www.hcnj.us/county-administrator/,,published,
county-34017-county-board-anthony-l-romano,county,NJ,34017,"Hudson County, New Jersey",Hudson County Board of County Commissioners,Anthony L. Romano,"Chairperson, Board of County Commissioners (District 5)",county_board,,,2026,,,,,,https://www.hcnj.us/countycommissioners/,,published,
county-34017-mayor-james-slater-solomon,county,NJ,34017,"Hudson County, New Jersey",City of Jersey City,James Slater Solomon,Mayor (50th Mayor of Jersey City),mayor,,2026-01-15,,,,,,,https://www.jerseycitynj.gov/cityhall/MayorSolomon/mayor_solomon_s_bio,,published,
county-34023-county-admin-john-a-pulomena,county,NJ,34023,"Middlesex County, New Jersey","Middlesex County, New Jersey",John A. Pulomena,County Administrator,county_admin,,,,,(732) 745-3040,"County Administration Building, 3rd Floor, 75 Bayard Street, New Brunswick, NJ 08901",,,https://www.middlesexcountynj.gov/government/departments/county-administration,,published,
county-34023-county-board-ronald-g-rios,county,NJ,34023,"Middlesex County, New Jersey",Middlesex County Board of County Commissioners,Ronald G. Rios,Director of the Board of County Commissioners,county_board,,,,,(732) 745-5792,,,,https://www.middlesexcountynj.gov/government/elected-officials,,published,
county-34023-mayor-samip-sam-joshi,county,NJ,34023,"Middlesex County, New Jersey",Township of Edison,"Samip ""Sam"" Joshi",Mayor,mayor,,,2029-12-31,,(732) 248-7200,"Municipal Building, 100 Municipal Boulevard, Edison, NJ 08817",,,https://cms2.revize.com/revize/edisonnj/Departments/Boards%20&%20Committees/Municipal%20Official%20List/OFFICIALSLIST%20(01-30-2026).pdf,,published,
county-34035-county-admin-colleen-mahr,county,NJ,34035,"Somerset County, New Jersey",Somerset County,Colleen Mahr,County Administrator,county_admin,,,2030-12-31,administratorsoffice@somersetcountynj.gov,(908) 231-7040,"20 Grove Street, P.O. Box 3000, Somerville, NJ 08876",,,https://www.somersetcountynj.gov/government/administrator-s-office,,published,
county-34035-county-board-shanel-y-robinson,county,NJ,34035,"Somerset County, New Jersey",Somerset County Board of County Commissioners,Shanel Y. Robinson,Commissioner Director,county_board,,2019-01-04,2027-12-31,robinson@somersetcountynj.gov,(908) 231-7030,"20 Grove Street, P.O. Box 3000, Somerville, NJ 08876",,,https://www.somersetcountynj.gov/government/elected-officials/county-commissioners/shanel-y-robinson-director,,published,
county-34035-mayor-phillip-kramer,county,NJ,34035,"Somerset County, New Jersey",Township of Franklin,Phillip Kramer,Mayor,mayor,,2024-01-01,2027-12-31,mayor.kramer@franklinnj.gov,(732) 675-7912,,,,https://www.franklintwpnj.org/government/township-council/council-members,,published,
county-32003-county-admin-kevin-schiller,county,NV,32003,"Clark County, Nevada","Clark County, Nevada",Kevin Schiller,County Manager,county_admin,,,,ccmgr@clarkcountynv.gov,(702) 455-3530,"500 S. Grand Central Pkwy., Floor 6, Las Vegas, NV 89155",,,https://www.clarkcountynv.gov/government/county_managers_office/biographies/,,published,
county-32003-county-board-michael-n-naft,county,NV,32003,"Clark County, Nevada",Clark County Board of County Commissioners,Michael N. Naft,"Chairman, Board of County Commissioners",county_board,,2026-01,,districta@clarkcountynv.gov,(702) 455-3500,"500 S. Grand Central Pkwy., Floor 6, Las Vegas, NV 89031","The Clark County Commission, acting as the Clark County Zoning Commission, unanimously approved Switch's expansion plan authorizing a 56,800-square-foot data center on nine acres near Warm Springs Road.",https://www.govtech.com/artificial-intelligence/clark-county-nev-commissioners-approve-data-center-project,https://www.clarkcountynv.gov/government/board_of_county_commissioners/district_a/biography,,published,
county-32003-mayor-shelley-berkley,county,NV,32003,"Clark County, Nevada",City of Las Vegas,Shelley Berkley,Mayor,mayor,,,,,(702) 229-6011,"Las Vegas City Hall, 495 S. Main St., Las Vegas, NV 89101",,,https://www.lasvegasnevada.gov/Government/Mayor-City-Council/Mayor,,published,
county-32031-county-admin-kate-thomas,county,NV,32031,"Washoe County, Nevada",Washoe County,Kate Thomas,County Manager,county_admin,,,,,,"1001 E. Ninth Street, Building A, Reno, NV 89512",,,https://www.washoecounty.gov/mgrsoff/,,published,
county-32031-county-board-clara-andriola,county,NV,32031,"Washoe County, Nevada",Washoe County Board of County Commissioners,Clara Andriola,"Chair, Board of County Commissioners",county_board,,2025-01-06,2029-01-01,,(775) 444-5185,,"The Washoe County Commission (Board) initiates amendments to Washoe County Code Chapter 110 (Development Code) and adopts them by ordinance after a duly noticed public hearing, and hears appeals of Washoe County Planning Commission denials.",https://www.washoecounty.gov/bcc/files/ordinance%20files/2020/BCC_1-17-23-Ch110%20.pdf,https://www.washoecounty.gov/bcc/profile/index.php,,published,
county-32031-mayor-hillary-l-schieve,county,NV,32031,"Washoe County, Nevada",City of Reno,Hillary L. Schieve,"Mayor, City of Reno",mayor,nonpartisan,2014-11-12,2026,,,,,,https://www.reno.gov/government/city-council/mayor-hillary-schieve,,published,
county-39049-county-admin-kenneth-n-wilson,county,OH,39049,"Franklin County, Ohio",Franklin County government,Kenneth N. Wilson,County Administrator,county_admin,,2015,,,(614) 525-4132,,,,https://www.franklincountyohio.gov/Agency-Directory/Board-of-Commissioners/County-Administration,,published,
county-39049-county-board-john-o-grady,county,OH,39049,"Franklin County, Ohio",Franklin County Board of Commissioners,John O'Grady,"Board President, Franklin County Board of Commissioners",county_board,,,,,(614) 525-3322,"373 S. High Street, 26th Floor, Columbus, OH 43215","The Board of Commissioners holds a Commissioners' Rezoning Hearing, typically on the second Tuesday of each month following the General Session.",https://www.franklincountyohio.gov/Agency-Directory/Board-of-Commissioners,https://www.franklincountyohio.gov/County-Government/County-News/Agency-Press-Releases/Board-of-Commissioners-News/2026/Franklin-County-Commissioners-Release-2026-State-Of-The-County-Report,,published,
county-39049-mayor-andrew-j-ginther,county,OH,39049,"Franklin County, Ohio",City of Columbus,Andrew J. Ginther,Mayor,mayor,,,,,(614) 645-7671,"City Hall 2nd Floor, 90 West Broad Street, Columbus, OH 43215",,,https://www.columbus.gov/Government/Mayors-Office,,published,
county-39089-county-admin-david-edelblute,county,OH,39089,"Licking County, Ohio",Licking County government,David Edelblute,County Administrator,county_admin,,,,,(740) 670-5111,,,,https://lickingcounty.gov/depts/commissioners/our_staff/default.htm,,published,
county-39089-county-board-timothy-e-bubb,county,OH,39089,"Licking County, Ohio",Board of Licking County Commissioners,Timothy E. Bubb,"President, Board of Licking County Commissioners",county_board,,,,,(740) 670-5118,"20 South Second Street, Newark, OH 43055","In testimony as a Licking County Commissioner, Bubb stated that commissioners often have limited direct siting authority over data centers because zoning authority in Ohio rests primarily with townships and municipalities, though some counties exercise county zoning authority.",https://search-prod.lis.state.oh.us/api/v2/general_assembly_136/committees/cmte_h_data_centers_1/meetings/cmte_h_data_centers_1_2026-06-08-1200_1409/testimony/18860/select_data_center_committee_testimony___ccao.pdf,https://lickingcounty.gov/depts/commissioners/default.htm,,published,
county-39089-mayor-jeff-hall,county,OH,39089,"Licking County, Ohio",City of Newark,Jeff Hall,"Mayor, City of Newark",mayor,,2012-01-01,,,(740) 670-7510,,,,https://www.newarkohio.gov/mayors-office/,,published,
county-41049-county-admin-matthew-jensen,county,OR,41049,"Morrow County, Oregon","Morrow County, Oregon",Matthew Jensen,County Administrator,county_admin,,,,mjensen@morrowcountyor.gov,(541) 676-2529,"Bartholomew Building, Room 201, 110 N. Court St., P.O. Box 788, Heppner, OR 97836",,,https://www.morrowcountyor.gov/administration,,published,
county-41049-county-board-david-sykes,county,OR,41049,"Morrow County, Oregon",Morrow County Board of Commissioners,David Sykes,"Chair, Board of Commissioners (Position 3)",county_board,,2023-01-02,2027-01-04,dsykes@morrowcountyor.gov,(541) 676-5613,"P.O. Box 788, 100 S. Court Street, Heppner, OR 97836","The Morrow County Board of Commissioners adopts ordinances amending the Morrow County Zoning Ordinance, including ORD-2023-6 (adopted September 20, 2023) amending the Comprehensive Plan and zone designation of a 274-acre parcel in a data center related land use action.",https://www.morrowcountyor.gov/planning/page/2020-current,https://www.morrowcountyor.gov/boc,,published,
county-41049-mayor-paul-keefer,county,OR,41049,"Morrow County, Oregon",City of Boardman,Paul Keefer,Mayor/Commission Chair,mayor,,,2028-12-31,,(541) 481-9252,"PO Box 229, 200 City Center Cir., Boardman, OR 97818",,,https://www.cityofboardman.com/city-council/directory-listing/paul-keefer,,published,
county-41059-county-board-dan-dorran,county,OR,41059,"Umatilla County, Oregon",Umatilla County Board of Commissioners,Dan Dorran,"Chair, Umatilla County Board of Commissioners",county_board,,,,,,,"As a sponsor of the Greater Umatilla Enterprise Zone, the Board of Commissioners acts on Long-Term Rural Enterprise Zone Tax Abatement Agreements and amendments with data center operators, including Sabey Data Center Properties LLC.",https://www.co.umatilla.or.us/fileadmin/user_upload/BCC/Agendas/Item16051225.pdf,https://www.co.umatilla.or.us/fileadmin/user_upload/BCC/Minutes/260218.pdf,,published,
county-41059-mayor-doug-primmer,county,OR,41059,"Umatilla County, Oregon",City of Hermiston,Doug Primmer,Mayor,mayor,,,2028-12-31,dprimmer@hermiston.gov,(541) 567-5521,"City Hall, 180 NE 2nd Street, Hermiston, OR 97838",,,https://www.hermiston.gov/citycouncil,,published,
county-41067-county-admin-tanya-ange,county,OR,41067,"Washington County, Oregon","Washington County, Oregon",Tanya Ange,County Administrator,county_admin,,,,,(503) 846-8611,"155 N. First Ave., Suite 300, Hillsboro, OR 97124",,,https://www.washingtoncountyor.gov/cao/county-administrative-office-staff,,published,
county-41067-county-board-kathryn-harrington,county,OR,41067,"Washington County, Oregon",Washington County Board of Commissioners,Kathryn Harrington,"Chair, Board of Commissioners",county_board,,,2027,,(503) 846-8681,"Charles D. Cameron Public Services Building, 155 N First Avenue, Rm 300, Hillsboro, OR 97124",,,https://sos.oregon.gov/blue-book/Pages/local/counties/washington.aspx,,published,
county-41067-mayor-beach-pace,county,OR,41067,"Washington County, Oregon",City of Hillsboro,Beach Pace,Mayor,mayor,,,,,(503) 681-6100,"150 E Main St., Hillsboro, OR 97123","On July 27, 2026 the Hillsboro City Council approved a 120-day land use moratorium on applications for new and expanded data centers and Battery Energy Storage System facilities, expiring November 24, 2026, while the City considers updates to Hillsboro's Community Development Code.",https://www.hillsboro-oregon.gov/Home/Components/News/News/17569/,https://sos.oregon.gov/blue-book/Pages/local/cities/e-k/hillsboro.aspx,,published,
county-42069-county-admin-brian-jeffers,county,PA,42069,"Lackawanna County, Pennsylvania",Lackawanna County Board of Commissioners,Brian Jeffers,Chief of Staff,county_admin,,,,jeffersb@lackawannacounty.org,(570) 963-6800,"Lackawanna County Government Center, 6th Floor, 123 Wyoming Avenue, Scranton, PA 18503",,,https://www.lackawannacounty.org/government/elected_officials/board_of_commissioners/index.php,,published,
county-42069-county-board-thom-welby,county,PA,42069,"Lackawanna County, Pennsylvania",Lackawanna County Board of Commissioners,Thom Welby,"Chairman, Board of Commissioners",county_board,,2026-01-05,,,(570) 963-6800,"Lackawanna County Government Center, 6th Floor, 123 Wyoming Avenue, Scranton, PA 18503",,,https://www.thetimes-tribune.com/2026/01/05/rocky-start-welby-made-chairman-chermak-vice-chair-of-commissioners-board/,,published,
county-42069-mayor-paige-g-cognetti,county,PA,42069,"Lackawanna County, Pennsylvania",City of Scranton,Paige G. Cognetti,Mayor,mayor,,2020-01-06,,,(570) 348-4101,,,,https://scrantonpa.gov/mayor/about-the/,,published,
county-42079-county-admin-romilda-p-crocamo,county,PA,42079,"Luzerne County, Pennsylvania",Luzerne County,Romilda P. Crocamo,County Manager,county_admin,,,,,,"20 North Pennsylvania Ave, Wilkes Barre, PA 18701",,,https://www.luzernecounty.org/204/County-Manager,,published,
county-42079-county-board-jimmy-sabatino,county,PA,42079,"Luzerne County, Pennsylvania",Luzerne County Council,Jimmy Sabatino,Council Chair,county_board,,2024,,,,,"Zoning Ordinance Amendment 1 of 2026 was ordained and enacted by the Luzerne County Council, adding provisions relating to Data Centers and Data Center Accessory Uses as Special Exceptions in the Heavy Industrial (HI) and Mining (MI) zoning districts.",https://www.luzernecounty.org/DocumentCenter/View/47756/20260308_LCPC_Zoning_Ordinance_Amendment_1_of_2026_V4,https://www.luzernecounty.org/437/County-Council,,published,
county-42079-mayor-george-c-brown,county,PA,42079,"Luzerne County, Pennsylvania",City of Wilkes-Barre,George C. Brown,Mayor,mayor,,,,,,,,,https://www.wilkes-barre.city/182/Mayor-George-C-Brown,,published,
county-42091-county-admin-lee-soltysiak,county,PA,42091,"Montgomery County, Pennsylvania","Montgomery County, Pennsylvania",Lee Soltysiak,Chief Operating Officer / Chief Clerk,county_admin,,,,coo@montgomerycountypa.gov,(610) 278-3020,,,,https://www.montgomerycountypa.gov/your-government/administration/chief-operating-officer-chief-clerk,,published,
county-42091-county-board-jamila-h-winder,county,PA,42091,"Montgomery County, Pennsylvania",Montgomery County Board of Commissioners,Jamila H. Winder,Chair of the Montgomery County Board of Commissioners,county_board,,2026,2026,,(610) 278-3000,,,,https://www.montgomerycountypa.gov/m/newsflash/Home/Detail/4871,,published,
county-42091-mayor-todd-m-sinai,county,PA,42091,"Montgomery County, Pennsylvania",Lower Merion Township,Todd M. Sinai,"Commissioner, President, Board of Commissioners (Ward 12)",mayor,,,,,(610) 645-6145,,,,https://www.lowermerion.org/government/board-of-commissioners,,published,
county-47157-county-admin-harold-collins,county,TN,47157,"Shelby County, Tennessee","Shelby County, Tennessee",Harold Collins,Chief Administrative Officer,county_admin,,,,,(901) 222-2050,"160 N. Main, Suite 1122, Memphis, TN 38103",,,https://www.shelbycountytn.gov/160/Chief-Administrative-Officer,,published,
county-47157-county-board-mickell-m-lowery,county,TN,47157,"Shelby County, Tennessee","Shelby County, Tennessee",Mickell M. Lowery,Mayor of Shelby County,county_board,,2026-08-31,,,(901) 222-2000,"160 N. Main, 11th Floor, Memphis, TN 38103",,,https://www.shelbycountytn.gov/213/About-the-Mayor,,published,
county-47157-mayor-paul-young,county,TN,47157,"Shelby County, Tennessee",City of Memphis,Paul Young,Mayor,mayor,,2024-01-01,,mayor@memphistn.gov,,,,,https://memphistn.gov/government-mayor/,,published,
county-48029-county-admin-david-l-smith,county,TX,48029,"Bexar County, Texas",Bexar County government,David L. Smith,County Manager,county_admin,,2011,,,,,,,https://www.bexar.org/453/David-L-Smith-Bio,,published,
county-48029-county-board-peter-sakai,county,TX,48029,"Bexar County, Texas",Bexar County Commissioners Court,Peter Sakai,County Judge,county_board,Democratic,,2026,,(210) 335-1326,"101 W. Nueva, 10th Floor, San Antonio, TX 78205","The County Judge is the presiding officer and a voting member of the Bexar County Commissioners Court, the five-member governing body of the county.",https://www.bexar.org/1143/Frequently-Asked-Questions,https://elections.bexar.org/1665/County-Judge-and-Commissioners,,published,
county-48029-mayor-gina-ortiz-jones,county,TX,48029,"Bexar County, Texas",City of San Antonio,Gina Ortiz Jones,Mayor (69th Mayor of San Antonio),mayor,,2025-06-18,,,(210) 207-5866,"P.O. Box 839966, San Antonio, TX 78283","Only City Council can approve zoning changes in San Antonio; the Zoning Commission, whose 11 members are appointed by each Council District and the Mayor, makes recommendations to City Council.",https://docsonline.sanantonio.gov/DSDUploads/20210120FAQ_ZONING.pdf,https://www.sa.gov/Directory/Departments/Mayor-Council/Mayor/Biography,,published,
county-48113-county-admin-darryl-martin,county,TX,48113,"Dallas County, Texas","Dallas County, Texas",Darryl Martin,County Administrator,county_admin,,,,,(214) 653-7327,"Records Building, 500 Elm Street, 7th Floor, Suite 7600, Dallas, TX 75202",,,https://www.dallascounty.org/government/county-administrator/,,published,
